make,model,year,price,mileage,fuel_type,transmission,description,image_url,body_type,vehicle_id
Suzuki,Mehran Vxr,2015,1030000,92000,Petrol,Manual,"Mehran Car VXR
Model 2015
Inner Total Genuine
Outer Minor Shower
75% Genuine
Engine 100%
Suspension 100%
Brand New Tyres Front & Back
AC Chill 100%
Fuel avg. 21-22 per Liter
Sound Less Car
No work required
Just Buy and Drive
Family Car
Document 100%
Token 31, Dec. 2023
Non Accesidental 100%
Attractive Color
Location: 
Iqbalabad, Rahim Yar Khan
",https://images.olx.com.pk/thumbnails/392982462-800x600.jpeg,None,kaggle_2525
Faw,V2,2015,1200000,150050,Petrol,Manual,"faw v2 2015 for sale
token paid 2024
3rd owner
engine 90%
suspension 90%
tyre70%
back  camera 
lcd
alloy wheels
chilled ac
tyre in good condition  70%
minor touchups
bewaqoofi wali offers dy k apna or mera time zya mat krey 
 only calls will be entertain",https://images.olx.com.pk/thumbnails/408684245-800x600.jpeg,None,kaggle_2526
Toyota,Corolla Xli,2009,1770000,200000,Petrol,Manual,gari ka outer shower ha below roof baki seil wagera ok hain non accident ha andar say genuine ha price almost final ha jisne leni ho sirf wohi rabta kry shukriya,https://images.olx.com.pk/thumbnails/413174511-800x600.jpeg,None,kaggle_2527
Toyota,Passo,2008,1690000,98000,Petrol,Automatic,I am selling my Passo G(1.0) full automatic option car. no work required just buy & drive. only serious buyer contact directly on call ; come with ur mechanic don't waste ur & mine time. thank you,https://images.olx.com.pk/thumbnails/402819963-800x600.jpeg,None,kaggle_2528
Suzuki,Alto,2012,1600000,20466,Petrol,Automatic,full option aromatic white colour ,https://images.olx.com.pk/thumbnails/414490987-800x600.jpeg,None,kaggle_2529
Suzuki,Bolan,2013,1120000,98000,Petrol,Manual,2013modal no touching loction fatyjang,https://images.olx.com.pk/thumbnails/411872752-800x600.jpeg,None,kaggle_2530
Daihatsu,Cuore,2007,725000,85000,Petrol,Manual,"Model 2007
sides touch-up 
own engine 
AC on 
documents cleared
good suspension 
smooth drive 
CPLC clear 
new tyer 
slighty negotiable in demand",https://images.olx.com.pk/thumbnails/411005243-800x600.jpeg,None,kaggle_2531
Toyota,Corrolla Altis,2017,4700000,58000,Petrol,Automatic,"Toyota Corolla Grande 2017 Model 2018 Rejistered 
New Shape original facelift 
White colour 
1 piece touchup
57k mileage 
1 owner 
Michelin tyres installed.",https://images.olx.com.pk/thumbnails/403211049-800x600.jpeg,None,kaggle_2532
Honda,City Ivtec,2017,2825000,55000,Petrol,Manual,Honda city good condition first owner,https://images.olx.com.pk/thumbnails/414110634-800x600.jpeg,None,kaggle_2533
Mercedes,E Class,2006,4500000,133333,Petrol,Automatic,Mercedes e,https://images.olx.com.pk/thumbnails/414065333-800x600.jpeg,None,kaggle_2534
Toyota,Corolla Gli,2004,2250000,114000,Petrol,Manual,Corolla se saloon neat and clean car total original condition very less use car drive just like a new car android panel and back camera install new tyre Dunlop and new beautiful alloy rim install cost 150k Doctor use car document and token clear car register on my name and transfer is very very must,https://images.olx.com.pk/thumbnails/412967371-800x600.jpeg,None,kaggle_2535
Suzuki,Wagon R,2018,1950000,100000,Petrol,Manual,wagnor vxl ac ok engine ok,https://images.olx.com.pk/thumbnails/414589869-800x600.jpeg,None,kaggle_2536
Suzuki,Cultus Vxr,2010,1050000,100000,Petrol,Manual,"Cultus 2010 Model 
-Smooth and own soundless engine. 
-Suspension nd gear shifting 100% Ok. 
-Inside original Seal to seal nd no cracking nd no rusting in engine room. 
-Sides body laker Due to fadness nd scratchs no main or minor accident. 
-Genuine poshish
-Fuel avg on long 17 to 19 in city 14 to 16. 
-Chill Ac 
-Tyres 70% 
All Documents complete original nbr plates available Karachi registration.",https://images.olx.com.pk/thumbnails/414430644-800x600.jpeg,None,kaggle_2537
Hyundai,Santro,2001,800000,12470,Petrol,Manual,"gari ka total room Genuine ha . gari accident nahi ha. . bahir se tuching ha . piller ,door,digi orignal ha. . tyer new 10 by 10. AC chill heater ok ha. new bettry installed. all docomenst orignal,gari fori nam ho jay gi num plates orignal sath hn. 
jis bhai ko chahiye wohi rabta kry
gari farid town swl main hi ha",https://images.olx.com.pk/thumbnails/411448014-800x600.jpeg,None,kaggle_2538
Suzuki,Swift,2010,1890000,5000,Petrol,Manual,"Neat and Clean Interior
Neat and Clean exterior less few scratches
Good Condition Tyres
Chilled AC
Suspension 10/10
Home Used Car
2nd Owner
Owned by Army Offr
A little bit Negotiable but on the spot
No foolish offers please
",https://images.olx.com.pk/thumbnails/411895416-800x600.jpeg,None,kaggle_2539
Honda,Civic Oriel,2017,4350000,480000,Petrol,Automatic,"*URGENT SALE*

 *HONDA CIVIC 2017 UG* 
Color Pearl White
2/3 Piece Touch Up (Half Fender)
(1 F. Fender with Door only 6 Inch) 
Mileage Around 50k
Accident Guarantee
All Papers Documents Guarantee
LOCATION DEFENCE 

 *BATA TATA FINAL 43.50*

 ~*_No Bargain No Offers No Request_*~",https://images.olx.com.pk/thumbnails/416225468-800x600.jpeg,None,kaggle_2540
Suzuki,Mehran Vxr,2003,385000,150000,Petrol,Manual,Mehran 2003 model hai gujranwala number lga good condition hai engine wise 10/10 hai body wise 7/10 hai. . Book available hai file gujranwala excise office jama hai biometric not available. . . Jisko smjh aye rabta kr ly. .,https://images.olx.com.pk/thumbnails/414455745-800x600.jpeg,None,kaggle_2541
Suzuki,Cultus Vxr,2011,1250000,130000,Petrol,Manual,"silver color cultus 
inner and chat genuine 
outer shower 
ac chilled 
engin out class 
patrol average in city 13km/hour
highway 16 km/hour
throughout patrol p chli hui h",https://images.olx.com.pk/thumbnails/414549346-800x600.jpeg,None,kaggle_2542
Suzuki,Cultus Vxr,2001,850000,65000,Petrol,Manual,Suzuki cultus total jeniunn injen 100% gear 100% alloy rim new seet,https://images.olx.com.pk/thumbnails/414728474-800x600.jpeg,None,kaggle_2543
Hyundai,Santro,2008,1150000,203014,Petrol,Manual,original condition car,https://images.olx.com.pk/thumbnails/335092406-800x600.jpeg,None,kaggle_2544
Honda,City Idsi,2001,1150000,123565,Petrol,Manual,"On my own name, Full option,seamless drive, Original documents, Biomatric Available",https://images.olx.com.pk/thumbnails/414469364-800x600.jpeg,None,kaggle_2545
Suzuki,Bolan,2003,625000,26000,Petrol,Manual,tottel jenoiun gari daska city hy ,https://images.olx.com.pk/thumbnails/410844271-800x600.jpeg,None,kaggle_2546
Daihatsu,Cuore,2007,770000,190000,Petrol,Manual,I am seeling my coure ,https://images.olx.com.pk/thumbnails/383285607-800x600.jpeg,None,kaggle_2547
Daihatsu,Cuore,2011,850000,100000,Petrol,Manual,"Daihatsu Coure model (2011) AC, Petrol   First Owner. All Documents Original, Complete Return File Original Number Plate Driven on petrol throughout. Good Condition of tires with Alloy rims. Totally driven on petrol. Non-accidental. Contact zero three three three Two one Eight four three Two Two",https://images.olx.com.pk/thumbnails/410656896-800x600.jpeg,None,kaggle_2548
Honda,City Aspire,2019,3700000,65000,Petrol,Manual,Honda citi 2019 white colour   1.3 manual token paid,https://images.olx.com.pk/thumbnails/412613980-800x600.jpeg,None,kaggle_2549
Honda,City Aspire,2013,2620000,106000,Petrol,Automatic,Honda city aspire no any work required just by and drive only gate & fender shower otherwise genuine,https://images.olx.com.pk/thumbnails/407022606-800x600.jpeg,None,kaggle_2550
Suzuki,Mehran Vxr,2011,800000,97650,Petrol,Manual,Suzuki Mehran vxr total modified,https://images.olx.com.pk/thumbnails/394454982-800x600.jpeg,None,kaggle_2551
Suzuki,Cultus Vxr,2002,600000,100000,Petrol,Manual,"Call direclty on sim no whatsapp
Address A-1 Villas Society Near Paradise Bakery

Dealers and Brokers Stay Away
Family Used Car
In good running condition
NO major minor accident 
New Battery and tyres
AC installed working required gas only
Petrol and CNG both but running on petrol
All documents clear
Transferred on Owners name

Price Negotiable",https://images.olx.com.pk/thumbnails/414452123-800x600.jpeg,None,kaggle_2552
Faw,V2,2019,1550000,76000,Petrol,Manual,company maintained car single handed driven.,https://images.olx.com.pk/thumbnails/410177408-800x600.jpeg,None,kaggle_2553
Kia,Classic,2001,380000,54789,Cng,Manual,Kia classic power steering All ok cng,https://images.olx.com.pk/thumbnails/414401698-800x600.jpeg,None,kaggle_2554
Mitsubishi,Ek Wagon,2019,3350000,23400,Petrol,Automatic,"One of the clean Mitsubishi EK Wagon
2019 model and 2023 Fresh import 
Low mileage 24700 km driven 
Genius Airbags 100% - Japan pics attached 
Brand New condition- Self import",https://images.olx.com.pk/thumbnails/373550648-800x600.jpeg,None,kaggle_2555
Suzuki,Every,2015,1185000,140000,Petrol,Automatic,book and file jenian seel to seel outar Mainr piss teach non accident smoth drive biometric hazir ledar poshis LCD Aly rim install ac chill,https://images.olx.com.pk/thumbnails/411646579-800x600.jpeg,None,kaggle_2556
Daihatsu,Move,2014,1950000,101000,Petrol,Automatic,Original car own engine 3 pcs touch ups non Uber non Careem running,https://images.olx.com.pk/thumbnails/411979699-800x600.jpeg,None,kaggle_2557
Suzuki,Bolan,2022,1750000,3600,Petrol,Manual,I'm selling my Hi roof   ,https://images.olx.com.pk/thumbnails/412358632-800x600.jpeg,None,kaggle_2558
Chevrolet,Joy,2005,650000,45000,Petrol,Manual,"2005 Chevrolet Joy Exclusive Islamabad number Manuel gear leather seats Ac heater working rim tubeless tires demand 6 lakh 50 hazar contact number 0 3 00
5 1 55
948",https://images.olx.com.pk/thumbnails/407557521-800x600.jpeg,None,kaggle_2559
Toyota,Yaris,2020,4300000,33000,Petrol,Automatic,"Toyota Yaris 1.5
Top of the line
Push start
100% original 
B2b original
Black colour
Keyless Entry
Cruise Control",https://images.olx.com.pk/thumbnails/411330321-800x600.jpeg,None,kaggle_2560
Honda,City Ivtec,2013,2750000,102000,Petrol,Automatic,"totel Genioun
1st owner
neat and clean
new tyers
automatic transmission
no work required 
home used car. 
just bye and drive",https://images.olx.com.pk/thumbnails/413132191-800x600.jpeg,None,kaggle_2561
Toyota,Corolla Xli,2013,2100000,175000,Petrol,Manual,"Toyota Corolla XLi Convert to GLi 2013 Model
Karachi registered
Colour : Gun Mettalic
Seal by seal  Guaranted
Interior fully genuine Guaranted 
Bonnet and Digi are Genuine rest Showered for fresh look
Suspension work recently done
New Battery installed
Mechanically in Excellent condition 
Milage : 170K
Fuel Average: 15-16 ( long ) 
Neat and clean interior
Scratch less body
Totally driven on petrol 
Family used car 
2nd owner 
Fully Modified ( sporty look)
Complete documents aong with original number plates are available. 
Token paid till 2024 . 
Location: Bannu city
Demand :  21 Lac 
Contact : ",https://images.olx.com.pk/thumbnails/412849474-800x600.jpeg,None,kaggle_2562
Suzuki,Bolan,2019,1550000,31750,Petrol,Manual,bolan cary daba purches date 2019 model,https://images.olx.com.pk/thumbnails/385763452-800x600.jpeg,None,kaggle_2563
Faw,X-Pv,2015,849999,123456,Petrol,Manual,"All Ok
engine Ok 
tyre Ok 
Urgent Sale
plz contact only serious Buyer's",https://images.olx.com.pk/thumbnails/408683583-800x600.jpeg,None,kaggle_2564
Mitsubishi,Ek Wagon,2014,1610000,121000,Petrol,Automatic,"Very very urgent sale demand only RS 1610k, for Very Beautiful Mitsubishi ek wagon model 2010 Registered 2014 Automatic Transmission, Chilled AC, New battery, New Tyres, 2nd Owners Fully Taxpaid Engine recently changed and Updated on Smart card, No work at all just buy and Enjoy pleasent Location Gulistan e johr perfume Chowk, call and WhatsApp me on zero three 00221 seven 97six",https://images.olx.com.pk/thumbnails/414474031-800x600.jpeg,None,kaggle_2565
Daihatsu,Mira,2014,1750000,114000,Petrol,Automatic,urgent need of payment,https://images.olx.com.pk/thumbnails/415171215-800x600.jpeg,None,kaggle_2566
Suzuki,Cultus Vxr,2006,850000,50000,Petrol,Manual,"Cultus in good condition
exchange possible
",https://images.olx.com.pk/thumbnails/414619353-800x600.jpeg,None,kaggle_2567
Suzuki,Alto,2021,2520000,28000,Petrol,Automatic,Suzuki Alto Vxl Ags Fully Loaded 2020 December 2021 January Registered Genuine White Colour Throughout Driven on Octane Clean Interior Extrrior No Any Work Required Very Well Maintained All Documents Clear Serious  Buyers Only No Brokers Price Is Final Call After 2pm No Msgz,https://images.olx.com.pk/thumbnails/417639832-800x600.jpeg,None,kaggle_2568
Suzuki,Bolan,2015,650000,25000,Petrol,Manual,I am selling carry Bolan file book original all documents are clear Piller roof genien diggy shower and minor touching contact ,https://images.olx.com.pk/thumbnails/403044271-800x600.jpeg,None,kaggle_2569
Suzuki,Mehran Vxr,2006,535000,10000,Petrol,Manual,"family use car
engine and suspension okay. 
poshish ok
tyre ok
sound system lga howa hai
18 km average in 1 liter
half self start. 
just buy and drive",https://images.olx.com.pk/thumbnails/404627750-800x600.jpeg,None,kaggle_2570
Honda,Civic Prosmetic,2007,1850000,148000,Petrol,Automatic,"Perfectly Well maintained Civic Prosmatec. 
Sindh Registered, Smart Card issued. 
On my Own Name. 
Well Kept mechanically, interior and Exterior. 
All original documents are complete. 
Its End 2006 Manufactured and Registered.",https://images.olx.com.pk/thumbnails/412741794-800x600.jpeg,None,kaggle_2571
Suzuki,Mehran Vxr,2017,1075000,27765,Petrol,Manual,Genuine paint  hai new type ha ac chill claltti euro engine ha 120+ speed meter Marti ha mileage 20+ hai,https://images.olx.com.pk/thumbnails/413515817-800x600.jpeg,None,kaggle_2572
Suzuki,Wagon R,2021,2680000,66000,Petrol,Manual,"Wagon r Vxl 2021 Car is in great condition new tires installed Car is on my own name As good as a brand new car. Price is slightly negotiable. Original file & biometric is available. 
Genuine Car & No Scratches
. Alloy Rims. In showroom condition",https://images.olx.com.pk/thumbnails/413271585-800x600.jpeg,None,kaggle_2573
Faw,X-Pv,2018,1350000,100000,Petrol,Manual,Everything is in genuine condition. Original Book is available . Well maintained vehicle in family use . smart card available . . Non accidental. new tires installed. Engine in pristine condition. Token tax paid for life . Excellent and reliable vehicle with original  4 cylinder sealed and powerful engine best technology with reliability. Good Vehicle for family and commercial purposes .,https://images.olx.com.pk/thumbnails/392805411-800x600.jpeg,None,kaggle_2574
Changan,Alsvin,2021,3400000,22000,Petrol,Automatic,Beacuse I bought new one.,https://images.olx.com.pk/thumbnails/410014089-800x600.jpeg,None,kaggle_2575
Daihatsu,Hijet,2014,1875000,79700,Petrol,Automatic,"ASSALAM O ALIKUM
HIJET FULL CRUISE
SOFA SEAT
MODEL:2014
REGISTRATION:2022
ENGINE WISE SUPERB 
EACH AND EVERYTHING IS PERFECT 
CONDITION 10/8.5
1-2 PCS MINIOR TOUCHPS
TAX PAID TILL 2023 DEC
1st OWNER 
NO MESSAGES REPLY ONLY CALL OR WHATSAPP 
COME WITH YOUR DENTAR AND MECHANIC",https://images.olx.com.pk/thumbnails/411930662-800x600.jpeg,None,kaggle_2576
Suzuki,Swift,2017,2050000,78000,Petrol,Manual,All ok han phone pr details la skty han aurgent for sale delar bhi rabta na kry plz thnxxx o342five7eight5five01,https://images.olx.com.pk/thumbnails/410585794-800x600.jpeg,None,kaggle_2577
Daihatsu,Cuore,2008,820000,150000,Petrol,Manual,"full body genuine, no accidental, fuel average good,",https://images.olx.com.pk/thumbnails/413841982-800x600.jpeg,None,kaggle_2578
Daihatsu,Mira,2012,2090000,85000,Petrol,Automatic,"Daihatsu mira x memorial model 2012. registration 2015 
1st owner  personal use car full original 
engine change  85000km
colour black",https://images.olx.com.pk/thumbnails/410409727-800x600.jpeg,None,kaggle_2579
Changan,Karvaan,2021,2050000,64000,Petrol,Manual,"Changan karvan 2021 modle, 64000 km driven. 
total genuine condition. floor matting installed. 
front and back guards installed. engine suspension 100 percent. AC working perfect. will be sold to nearest offer. only serious buyer contact. .",https://images.olx.com.pk/thumbnails/401273015-800x600.jpeg,None,kaggle_2580
Daihatsu,Mira,2007,1700000,100000,Petrol,Automatic,"Non accidental
engine 100% good
Automatic
My own Name
Orignal Docouments
Alloy rims
sindh Registered 
reg 2013
model 2007
good condition
Average in city 22
Average long 27
Air Conditioning
Heater",https://images.olx.com.pk/thumbnails/409840307-800x600.jpeg,None,kaggle_2581
