model,make,year,price,mileage,fuel_type,transmission,body_type,condition,seat,color,features,description,image_url
Silver Seraph,Rolls-Royce,2001,153500,238412,Gasoline,Automatic,Sedan,local_used,5,White,Leather Seats,"2001 Rolls-Royce Silver Seraph (locally used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals. Comes with leather seats.",
Silver Seraph,Rolls-Royce,2002,156500,276132,Gasoline,Automatic,Sedan,foreign_used,5,White,Leather Seats,"2002 Rolls-Royce Silver Seraph (foreign used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals. Comes with leather seats.",
FX,Infiniti,2011,291000,214121,Gasoline,Automatic,SUV,local_used,7,Black,Leather Seats; All-Wheel Drive,"2011 Infiniti FX (locally used), a well-priced suv well suited to family trips and weekend getaways — a good fit for family-oriented drivers. Comes with leather seats.",
FX,Infiniti,2012,293500,205357,Gasoline,Automatic,SUV,foreign_used,7,Black,Leather Seats,"2012 Infiniti FX (foreign used), a well-priced suv well suited to family trips and weekend getaways — a good fit for family-oriented drivers. Comes with leather seats.",
FX,Infiniti,2013,362500,153457,Gasoline,Automatic,SUV,foreign_used,7,Gray,Leather Seats; All-Wheel Drive,"2013 Infiniti FX (foreign used), a premium suv well suited to family trips and weekend getaways — a good fit for family-oriented drivers. Comes with leather seats. A solid pick for luxury lovers who want a standout badge.",
FX35,Infiniti,2009,276500,215568,Gasoline,Automatic,SUV,foreign_used,7,White,Leather Seats; All-Wheel Drive,"2009 Infiniti FX35 (foreign used), a well-priced suv well suited to family trips and weekend getaways — a good fit for family-oriented drivers. Comes with leather seats.",
FX35,Infiniti,2010,338500,160035,Gasoline,Automatic,SUV,foreign_used,7,White,Leather Seats,"2010 Infiniti FX35 (foreign used), a well-priced suv well suited to family trips and weekend getaways — a good fit for family-oriented drivers. Comes with leather seats.",
FX45,Infiniti,2006,267500,280000,Gasoline,Automatic,SUV,foreign_used,7,Blue,Leather Seats; All-Wheel Drive,"2006 Infiniti FX45 (foreign used), a well-priced suv well suited to family trips and weekend getaways — a good fit for family-oriented drivers. Comes with leather seats.",
FX45,Infiniti,2007,260000,197411,Gasoline,Automatic,SUV,foreign_used,7,White,Leather Seats; All-Wheel Drive,"2007 Infiniti FX45 (foreign used), a well-priced suv well suited to family trips and weekend getaways — a good fit for family-oriented drivers. Comes with leather seats.",
FX45,Infiniti,2008,280000,263815,Gasoline,Automatic,SUV,foreign_used,7,Black,Leather Seats; All-Wheel Drive,"2008 Infiniti FX45 (foreign used), a well-priced suv well suited to family trips and weekend getaways — a good fit for family-oriented drivers. Comes with leather seats.",
FX50,Infiniti,2009,289500,219264,Gasoline,Automatic,SUV,local_used,7,Blue,Leather Seats; All-Wheel Drive,"2009 Infiniti FX50 (locally used), a well-priced suv well suited to family trips and weekend getaways — a good fit for family-oriented drivers. Comes with leather seats.",
FX50,Infiniti,2010,284000,202343,Gasoline,Automatic,SUV,foreign_used,7,White,Leather Seats; All-Wheel Drive,"2010 Infiniti FX50 (foreign used), a well-priced suv well suited to family trips and weekend getaways — a good fit for family-oriented drivers. Comes with leather seats.",
Fusion,Ford,2017,197000,108685,Gasoline,Automatic,Sedan,foreign_used,5,White,All-Wheel Drive,"2017 Ford Fusion (foreign used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals. Comes with all-wheel drive.",
FX35,Infiniti,2008,280000,186912,Gasoline,Automatic,SUV,foreign_used,7,Silver,Leather Seats; All-Wheel Drive,"2008 Infiniti FX35 (foreign used), a well-priced suv well suited to family trips and weekend getaways — a good fit for family-oriented drivers. Comes with leather seats.",
Fusion,Ford,2016,203500,100592,Gasoline,Automatic,Sedan,foreign_used,5,Black,,"2016 Ford Fusion (foreign used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
G Coupe,Infiniti,2012,336500,144521,Gasoline,Manual,Coupe,local_used,4,Silver,Leather Seats,"2012 Infiniti G Coupe (locally used), a well-priced coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers. Comes with leather seats.",
G Coupe,Infiniti,2013,394000,131542,Gasoline,Manual,Coupe,foreign_used,4,Blue,Leather Seats,"2013 Infiniti G Coupe (foreign used), a premium coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers. Comes with leather seats. A solid pick for luxury lovers who want a standout badge.",
G Coupe,Infiniti,2011,270500,205163,Gasoline,Automatic,Coupe,foreign_used,4,White,Leather Seats,"2011 Infiniti G Coupe (foreign used), a well-priced coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers. Comes with leather seats.",
G Convertible,Infiniti,2011,617500,166511,Gasoline,Manual,Convertible,local_used,4,Silver,Leather Seats,"2011 Infiniti G Convertible (locally used), a well-priced convertible well suited to weekend adventures and open-top cruising — a good fit for adventure seekers and luxury lovers. Comes with leather seats.",
G Convertible,Infiniti,2012,628500,130859,Gasoline,Manual,Convertible,foreign_used,4,Silver,Leather Seats,"2012 Infiniti G Convertible (foreign used), a well-priced convertible well suited to weekend adventures and open-top cruising — a good fit for adventure seekers and luxury lovers. Comes with leather seats.",
G Convertible,Infiniti,2013,610000,192590,Gasoline,Automatic,Convertible,foreign_used,4,White,Leather Seats,"2013 Infiniti G Convertible (foreign used), a well-priced convertible well suited to weekend adventures and open-top cruising — a good fit for adventure seekers and luxury lovers. Comes with leather seats.",
G-Class,Mercedes-Benz,2015,459000,157330,Gasoline,Automatic,SUV,foreign_used,7,Silver,Leather Seats; All-Wheel Drive,"2015 Mercedes-Benz G-Class (foreign used), a premium suv well suited to family trips and weekend getaways — a good fit for family-oriented drivers. Comes with leather seats. A solid pick for luxury lovers who want a standout badge.",
G-Class,Mercedes-Benz,2016,431000,145665,Gasoline,Automatic,SUV,foreign_used,7,Black,Leather Seats; All-Wheel Drive,"2016 Mercedes-Benz G-Class (foreign used), a premium suv well suited to family trips and weekend getaways — a good fit for family-oriented drivers. Comes with leather seats. A solid pick for luxury lovers who want a standout badge.",
G20,Infiniti,2000,124000,280000,Gasoline,Manual,Sedan,local_used,5,Silver,Leather Seats,"2000 Infiniti G20 (locally used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals. Comes with leather seats.",
G20,Infiniti,2001,140500,251084,Gasoline,Automatic,Sedan,local_used,5,White,Leather Seats,"2001 Infiniti G20 (locally used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals. Comes with leather seats.",
G20,Infiniti,2002,125500,273059,Gasoline,Automatic,Sedan,local_used,5,Black,Leather Seats,"2002 Infiniti G20 (locally used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals. Comes with leather seats.",
G Sedan,Infiniti,2012,221000,189692,Gasoline,Automatic,Sedan,foreign_used,5,Black,Leather Seats; All-Wheel Drive,"2012 Infiniti G Sedan (foreign used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals. Comes with leather seats.",
G Sedan,Infiniti,2013,236500,171290,Gasoline,Manual,Sedan,foreign_used,5,Blue,Leather Seats,"2013 Infiniti G Sedan (foreign used), a premium sedan well suited to daily commuting and city driving — a good fit for urban professionals. Comes with leather seats. A solid pick for luxury lovers who want a standout badge.",
G Sedan,Infiniti,2011,229000,148851,Gasoline,Automatic,Sedan,local_used,5,White,Leather Seats; All-Wheel Drive,"2011 Infiniti G Sedan (locally used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals. Comes with leather seats.",
G37 Sedan,Infiniti,2010,170000,222320,Gasoline,Automatic,Sedan,foreign_used,5,Black,Leather Seats,"2010 Infiniti G37 Sedan (foreign used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals. Comes with leather seats.",
G37,Infiniti,2008,259500,186240,Gasoline,Automatic,Coupe,foreign_used,4,Black,Leather Seats,"2008 Infiniti G37 (foreign used), a well-priced coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers. Comes with leather seats.",
G37 Convertible,Infiniti,2010,524000,165486,Gasoline,Manual,Convertible,foreign_used,4,Gray,Leather Seats,"2010 Infiniti G37 Convertible (foreign used), a well-priced convertible well suited to weekend adventures and open-top cruising — a good fit for adventure seekers and luxury lovers. Comes with leather seats.",
G37 Coupe,Infiniti,2010,277000,195550,Gasoline,Automatic,Coupe,foreign_used,4,Silver,Leather Seats,"2010 Infiniti G37 Coupe (foreign used), a well-priced coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers. Comes with leather seats.",
G35,Infiniti,2007,219000,238595,Gasoline,Manual,Coupe,foreign_used,4,Gray,Leather Seats,"2007 Infiniti G35 (foreign used), a well-priced coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers. Comes with leather seats.",
G35,Infiniti,2008,180500,224649,Gasoline,Automatic,Sedan,local_used,5,Gray,Leather Seats,"2008 Infiniti G35 (locally used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals. Comes with leather seats.",
G35,Infiniti,2006,187000,190978,Gasoline,Automatic,Sedan,local_used,5,Blue,Leather Seats; All-Wheel Drive,"2006 Infiniti G35 (locally used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals. Comes with leather seats.",
G6,Pontiac,2008,89500,256766,Gasoline,Automatic,Sedan,foreign_used,5,Black,,"2008 Pontiac G6 (foreign used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
G6,Pontiac,2009,124500,180091,Gasoline,Automatic,Sedan,foreign_used,5,Silver,,"2009 Pontiac G6 (foreign used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
G37,Infiniti,2009,312500,166211,Gasoline,Automatic,Coupe,foreign_used,4,Blue,Leather Seats,"2009 Infiniti G37 (foreign used), a well-priced coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers. Comes with leather seats.",
G3,Pontiac,2009,56000,243652,Gasoline,Manual,Hatchback,local_used,5,Orange,,"2009 Pontiac G3 (locally used), a budget-friendly hatchback well suited to quick city runs and easy parking — a good fit for budget-conscious buyers.",
Sierra 1500,GMC,2017,301500,132605,Gasoline,Automatic,Truck,foreign_used,2,Red,All-Wheel Drive,"2017 GMC Sierra 1500 (foreign used), a premium truck well suited to hauling and rough roads — a good fit for adventure seekers. Comes with all-wheel drive.",
Gallardo,Lamborghini,2012,312500,198419,Gasoline,Manual,Coupe,local_used,4,Black,,"2012 Lamborghini Gallardo (locally used), a well-priced coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers.",
Gallardo,Lamborghini,2013,394000,180142,Gasoline,Automatic,Coupe,foreign_used,4,White,All-Wheel Drive,"2013 Lamborghini Gallardo (foreign used), a premium coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers. Comes with all-wheel drive. A solid pick for luxury lovers who want a standout badge.",
G80,Genesis,2017,340000,116383,Gasoline,Automatic,Sedan,foreign_used,5,Silver,Leather Seats,"2017 Genesis G80 (foreign used), a premium sedan well suited to daily commuting and city driving — a good fit for urban professionals. Comes with leather seats. A solid pick for luxury lovers who want a standout badge.",
G8,Pontiac,2008,106500,221493,Gasoline,Automatic,Sedan,foreign_used,5,Gray,,"2008 Pontiac G8 (foreign used), a budget-friendly sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
G8,Pontiac,2009,140000,161873,Gasoline,Automatic,Sedan,local_used,5,Silver,,"2009 Pontiac G8 (locally used), a well-priced sedan well suited to daily commuting and city driving — a good fit for urban professionals.",
Sierra 1500,GMC,2016,311500,114507,Gasoline,Automatic,Truck,foreign_used,2,Silver,All-Wheel Drive,"2016 GMC Sierra 1500 (foreign used), a premium truck well suited to hauling and rough roads — a good fit for adventure seekers. Comes with all-wheel drive.",
Genesis Coupe,Hyundai,2015,242500,123597,Gasoline,Manual,Coupe,foreign_used,4,Blue,,"2015 Hyundai Genesis Coupe (foreign used), a well-priced coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers.",
Genesis Coupe,Hyundai,2016,246500,105585,Gasoline,Manual,Coupe,foreign_used,4,Black,,"2016 Hyundai Genesis Coupe (foreign used), a well-priced coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers.",
Genesis Coupe,Hyundai,2014,202000,160086,Gasoline,Automatic,Coupe,local_used,4,Blue,,"2014 Hyundai Genesis Coupe (locally used), a well-priced coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers.",
Gallardo,Lamborghini,2014,445500,143703,Gasoline,Manual,Coupe,local_used,4,Black,All-Wheel Drive,"2014 Lamborghini Gallardo (locally used), a premium coupe well suited to weekend drives and spirited handling — a good fit for lifestyle-focused drivers. Comes with all-wheel drive. A solid pick for luxury lovers who want a standout badge.",
